,date,district,site_code,product_code,pred_share_districtlev,agg_level
28165,2017-10-01,TANDA,C2168,AS27132,0.0,district
33033,2017-10-01,NASSIAN,C4003,AS27000,0.079787081784927,district
26887,2017-10-01,VAVOUA,C2070,AS27133,0.6607113224068906,district
27067,2017-10-01,VAVOUA,C2070,AS27139,0.4,district
10079,2017-10-01,YOPOUGON-OUEST-SONGON,C1077,AS46000,0.0,district
2175,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1015,AS27139,0.8,district
9622,2017-10-01,YOPOUGON-OUEST-SONGON,C1074,AS27137,0.24988328723781192,district
24205,2017-10-01,OUME,C2060,AS42018,0.0,district
37001,2017-10-01,AKOUPE,C4038,AS27139,0.0,district
5569,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1051,AS27000,0.05235749251761722,district
5044,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS46000,0.0925793296449848,district
18144,2017-10-01,DIVO,C2005,AS27137,0.308343636490443,district
35434,2017-10-01,M'BAHIAKRO,C4022,AS27138,0.10265272986084492,district
31797,2017-10-01,NIAKARAMADOUGOU,C3022,AS27137,0.33645805531950834,district
38765,2017-10-01,ZOUAN-HOUNIEN,C5006,AS27132,0.3759944846952192,district
13229,2017-10-01,GRAND-LAHOU,C1091,AS46000,0.13942870503357196,district
24668,2017-10-01,SAKASSOU,C2062,AS27138,0.129031212698261,district
32154,2017-10-01,TENGRELA,C3023,AS42018,0.0,district
20809,2017-10-01,SEGUELA,C2041,AS27132,0.41166959323467134,district
2210,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1015,AS42018,0.0,district
20440,2017-10-01,DIVO,C2016,AS27133,0.07761485826001956,district
28138,2017-10-01,TANDA,C2168,AS27000,0.15952380952380954,district
29668,2017-10-01,KATIOLA,C3013,AS27133,0.7289916237577703,district
30082,2017-10-01,BOUNDIALI,C3015,AS27000,0.8076792836792837,district
15271,2017-10-01,TIASSALE,C1112,AS27134,0.40829953927379065,district
38070,2017-10-01,GUIGLO,C5002,AS27138,0.1904353726094788,district
5002,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS42018,0.0,district
39597,2017-10-01,DANANE,C5018,AS27132,0.46867884751607125,district
27093,2017-10-01,VAVOUA,C2070,AS42018,0.0,district
36044,2017-10-01,PRIKRO,C4025,AS27138,0.21287022349918136,district
12995,2017-10-01,GRAND-LAHOU,C1091,AS27000,0.8228955162048892,district
20485,2017-10-01,DIVO,C2016,AS27134,0.16815129315129315,district
30932,2017-10-01,KORHOGO,C3018,AS27137,0.9285714285714285,district
37674,2017-10-01,MAN,C5001,AS27000,0.8169708287225866,district
40915,2017-10-01,ODIENNE,C5063,AS27133,0.5478591024864837,district
34032,2017-10-01,BONGOUANOU,C4017,AS27137,0.16749516433442982,district
41249,2017-10-01,MINIGNAN,C5066,AS27137,0.5011970105551141,district
9661,2017-10-01,YOPOUGON-OUEST-SONGON,C1074,AS27138,0.38068869239879644,district
9939,2017-10-01,YOPOUGON-OUEST-SONGON,C1077,AS27137,0.3079821284219265,district
39040,2017-10-01,BANGOLO,C5015,AS27133,0.6495608331157415,district
37658,2017-10-01,AKOUPE,C4061,AS42018,0.0,district
24533,2017-10-01,SAKASSOU,C2062,AS27133,0.6476146921961863,district
32484,2017-10-01,ABENGOUROU,C4001,AS27132,0.30855689708950995,district
5132,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1034,AS27132,0.08949372620160652,district
33113,2017-10-01,NASSIAN,C4003,AS27138,0.10265272986084492,district
448,2017-10-01,YOPOUGON-OUEST-SONGON,C1007,AS27137,0.12076422860099925,district
2130,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1015,AS27138,0.1473817657080953,district
20567,2017-10-01,GAGNOA,C2017,AS27000,0.12324512435213694,district
13038,2017-10-01,GRAND-LAHOU,C1091,AS27132,0.30855689708950995,district
17945,2017-10-01,DIMBOKRO,C2004,AS27138,0.11025493489097982,district
18105,2017-10-01,DIVO,C2005,AS27134,0.42283889016464526,district
28744,2017-10-01,BOUNDIALI,C3010,AS27132,0.30855689708950995,district
9984,2017-10-01,YOPOUGON-OUEST-SONGON,C1077,AS27138,0.22971041123129726,district
5088,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1034,AS27000,0.07937196365401007,district
20899,2017-10-01,SEGUELA,C2041,AS27137,0.8229125773884416,district
33046,2017-10-01,NASSIAN,C4003,AS27132,0.30855689708950995,district
24578,2017-10-01,SAKASSOU,C2062,AS27134,0.7578943222077518,district
1950,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1015,AS27132,0.1443781802969017,district
16302,2017-10-01,SOUBRE,C1411,AS42018,0.010714285714285714,district
33948,2017-10-01,BONGOUANOU,C4017,AS27133,0.18338574642506333,district
41172,2017-10-01,MINIGNAN,C5066,AS17005,0.0,district
20521,2017-10-01,GAGNOA,C2017,AS17005,0.0,district
10036,2017-10-01,YOPOUGON-OUEST-SONGON,C1077,AS42018,0.0,district
24623,2017-10-01,SAKASSOU,C2062,AS27137,0.5117379784323024,district
29189,2017-10-01,DABAKALA,C3011,AS27137,0.31880659685563206,district
10529,2017-10-01,ADIAKE,C1082,AS27000,0.8228955162048892,district
9804,2017-10-01,YOPOUGON-OUEST-SONGON,C1077,AS27132,0.8788594677686797,district
18308,2017-10-01,GAGNOA,C2006,AS27133,0.6747139122987906,district
16587,2017-10-01,ADIAKE,C1679,AS27000,0.18701079622132252,district
3638,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS27132,0.14838865395672604,district
19299,2017-10-01,YAMOUSSOUKRO,C2009,AS27137,0.3039589398648073,district
36797,2017-10-01,AKOUPE,C4038,AS27000,0.790625,district
680,2017-10-01,ABOISSO,C1008,AS27132,0.27055946613010357,district
35868,2017-10-01,PRIKRO,C4025,AS27132,0.27055946613010357,district
11454,2017-10-01,COCODY-BINGERVILLE,C1086,AS27137,0.3761891174073395,district
26326,2017-10-01,TIEBISSOU,C2068,AS27137,0.33484151882464347,district
2810,2017-10-01,COCODY-BINGERVILLE,C1018,AS42018,0.4,district
3682,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS27133,0.13435590323782612,district
25755,2017-10-01,TIASSALE,C2065,AS46000,0.2043384793180028,district
19333,2017-10-01,YAMOUSSOUKRO,C2009,AS27138,0.10265272986084492,district
18696,2017-10-01,SAN PEDRO,C2007,AS27134,0.7330465022949424,district
38367,2017-10-01,ODIENNE,C5003,AS27139,0.1,district
12273,2017-10-01,DABOU,C1088,AS46000,0.2024139208728887,district
25723,2017-10-01,TIASSALE,C2065,AS27139,0.44000000000000006,district
14902,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1106,AS27000,0.05627397241827957,district
11416,2017-10-01,COCODY-BINGERVILLE,C1086,AS27134,0.4684085859572747,district
28246,2017-10-01,TANDA,C2168,AS27137,0.5,district
2843,2017-10-01,COCODY-BINGERVILLE,C1018,AS46000,0.82,district
32088,2017-10-01,TENGRELA,C3023,AS27138,0.10265272986084492,district
29758,2017-10-01,KATIOLA,C3013,AS27137,0.7214339376832755,district
19225,2017-10-01,YAMOUSSOUKRO,C2009,AS27133,0.6747139122987906,district
25851,2017-10-01,TABOU,C2066,AS27133,0.6853027037651316,district
14870,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1106,AS17005,0.0,district
40673,2017-10-01,DALOA,C5060,AS27134,0.3105050371188952,district
3540,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS17005,0.0,district
11499,2017-10-01,COCODY-BINGERVILLE,C1086,AS27138,0.14199110227722894,district
18741,2017-10-01,SAN PEDRO,C2007,AS27137,0.7389066072638899,district
35026,2017-10-01,TANDA,C4021,AS27133,0.025,district
11544,2017-10-01,GRAND-BASSAM,C1087,AS17005,0.0,district
32763,2017-10-01,BONDOUKOU,C4002,AS27132,0.5876499157308895,district
3594,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS27000,0.13924325221506034,district
12221,2017-10-01,DABOU,C1088,AS27138,0.23740818964277946,district
19265,2017-10-01,YAMOUSSOUKRO,C2009,AS27134,0.4684085859572747,district
25806,2017-10-01,TABOU,C2066,AS27000,0.6458072423715789,district
2888,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1024,AS17005,0.0,district
31329,2017-10-01,OUANGOLO,C3020,AS27134,0.6225018395932064,district
29293,2017-10-01,FERKESSEDOUGOU,C3012,AS27000,0.8398312371795287,district
2772,2017-10-01,COCODY-BINGERVILLE,C1018,AS27139,0.022556390977443608,district
12348,2017-10-01,FRESCO,C1089,AS27132,0.30855689708950995,district
40629,2017-10-01,DALOA,C5060,AS27133,0.6853027037651316,district
31763,2017-10-01,NIAKARAMADOUGOU,C3022,AS27134,0.14106922006741857,district
3770,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS27137,0.1630928710295473,district
2739,2017-10-01,COCODY-BINGERVILLE,C1018,AS27138,0.0532051282051282,district
34318,2017-10-01,BOUNA,C4018,AS27134,0.7010825099602463,district
14701,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1101,AS27134,0.009901960784313725,district
19440,2017-10-01,YAMOUSSOUKRO,C2009,AS46000,0.15275309667384498,district
25615,2017-10-01,TIASSALE,C2065,AS27134,0.6042163645998702,district
11281,2017-10-01,COCODY-BINGERVILLE,C1086,AS27000,0.8228955162048892,district
3814,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS27138,0.16125034051877413,district
16751,2017-10-01,ADIAKE,C1679,AS46000,0.08123593582567779,district
12393,2017-10-01,FRESCO,C1089,AS27133,0.7144241771937079,district
16542,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1413,AS27138,0.08399825372490842,district
26416,2017-10-01,TIEBISSOU,C2068,AS27139,0.9,district
3852,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS42018,0.0,district
37992,2017-10-01,GUIGLO,C5002,AS27134,0.3382689471782786,district
39305,2017-10-01,BIANKOUMA,C5016,AS27137,0.5917111832131741,district
36716,2017-10-01,ADZOPE,C4037,AS42018,0.0,district
18651,2017-10-01,SAN PEDRO,C2007,AS27133,0.7640341405763179,district
26371,2017-10-01,TIEBISSOU,C2068,AS27138,0.11992532938404384,district
35635,2017-10-01,DAOUKRO,C4024,AS27000,0.26055309302318674,district
32619,2017-10-01,ABENGOUROU,C4001,AS27137,0.2447750412985056,district
19373,2017-10-01,YAMOUSSOUKRO,C2009,AS27139,0.0,district
3726,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS27134,0.20433191312380589,district
12312,2017-10-01,FRESCO,C1089,AS27000,0.8228955162048892,district
29862,2017-10-01,KATIOLA,C3013,AS46000,0.11767268160579288,district
11326,2017-10-01,COCODY-BINGERVILLE,C1086,AS27132,0.4521655803875719,district
11371,2017-10-01,COCODY-BINGERVILLE,C1086,AS27133,0.45085873812096267,district
34999,2017-10-01,TANDA,C4021,AS27132,0.0,district
25685,2017-10-01,TIASSALE,C2065,AS27138,0.5488285223622852,district
40786,2017-10-01,ODIENNE,C5063,AS17005,0.0,district
38678,2017-10-01,TOUBA,C5004,AS42018,0.0,district
31201,2017-10-01,OUANGOLO,C3020,AS27000,0.7833094980490939,district
25653,2017-10-01,TIASSALE,C2065,AS27137,0.3274156831515914,district
14947,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1106,AS27132,0.030385370829222963,district
19406,2017-10-01,YAMOUSSOUKRO,C2009,AS42018,0.0,district
3894,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1027,AS46000,0.0925793296449848,district
723,2017-10-01,ABOISSO,C1008,AS27133,0.6083687840443702,district
34367,2017-10-01,BOUNA,C4018,AS27138,0.10265272986084492,district
3029,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1024,AS27133,0.1280745090725965,district
40739,2017-10-01,DALOA,C5060,AS27138,0.8334251598149038,district
26066,2017-10-01,TABOU,C2066,AS42018,0.0,district
37950,2017-10-01,GUIGLO,C5002,AS27133,0.4307331835226626,district
34412,2017-10-01,BOUNA,C4018,AS27139,0.0,district
11865,2017-10-01,GRAND-BASSAM,C1087,AS27139,0.0,district
28327,2017-10-01,TANDA,C2168,AS42018,0.0,district
18977,2017-10-01,SEGUELA,C2008,AS27138,0.08916937868348043,district
3269,2017-10-01,ABOBO-EST,C1026,AS27000,0.04691667752218902,district
19022,2017-10-01,SEGUELA,C2008,AS27139,0.6,district
26031,2017-10-01,TABOU,C2066,AS27139,0.0,district
11820,2017-10-01,GRAND-BASSAM,C1087,AS27138,0.08916937868348043,district
18842,2017-10-01,SEGUELA,C2008,AS27132,0.3630538656127117,district
28273,2017-10-01,TANDA,C2168,AS27138,0.0,district
12086,2017-10-01,DABOU,C1088,AS27133,0.8155407630077083,district
11775,2017-10-01,GRAND-BASSAM,C1087,AS27137,0.3942180551811747,district
26197,2017-10-01,TIEBISSOU,C2068,AS27132,0.3530663699692749,district
36394,2017-10-01,TANDA,C4026,AS27139,0.0,district
11900,2017-10-01,GRAND-BASSAM,C1087,AS42018,0.3,district
12041,2017-10-01,DABOU,C1088,AS27132,0.6931034482758621,district
11996,2017-10-01,DABOU,C1088,AS27000,0.8228955162048892,district
16678,2017-10-01,ADIAKE,C1679,AS27134,0.37769414983118943,district
28300,2017-10-01,TANDA,C2168,AS27139,0.5,district
3074,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1024,AS27134,0.11955092089919091,district
768,2017-10-01,ABOISSO,C1008,AS27134,0.4684085859572747,district
3164,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1024,AS27138,0.15815244282854896,district
18932,2017-10-01,SEGUELA,C2008,AS27137,0.37330356537883375,district
3220,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1024,AS46000,0.08869151325716843,district
36749,2017-10-01,ADZOPE,C4037,AS46000,0.10711660027770578,district
18887,2017-10-01,SEGUELA,C2008,AS27133,0.2622046120036946,district
11945,2017-10-01,GRAND-BASSAM,C1087,AS46000,0.13987606256474505,district
39219,2017-10-01,BIANKOUMA,C5016,AS27133,0.6853027037651316,district
32664,2017-10-01,ABENGOUROU,C4001,AS27138,0.10265272986084492,district
26103,2017-10-01,TABOU,C2066,AS46000,0.12754609451771054,district
29356,2017-10-01,FERKESSEDOUGOU,C3012,AS27133,0.6332034836625274,district
14777,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1101,AS27138,0.000625,district
31286,2017-10-01,OUANGOLO,C3020,AS27133,0.7768889418948757,district
11595,2017-10-01,GRAND-BASSAM,C1087,AS27000,0.5846959573813147,district
32718,2017-10-01,BONDOUKOU,C4002,AS27000,0.8228955162048892,district
3314,2017-10-01,ABOBO-EST,C1026,AS27132,0.6463746196660215,district
14815,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1101,AS27139,0.0,district
19145,2017-10-01,YAMOUSSOUKRO,C2009,AS27000,0.8228955162048892,district
12131,2017-10-01,DABOU,C1088,AS27134,0.7966230239811931,district
3449,2017-10-01,ABOBO-EST,C1026,AS27137,0.13581906411046596,district
16711,2017-10-01,ADIAKE,C1679,AS27139,0.0,district
26281,2017-10-01,TIEBISSOU,C2068,AS27134,0.4684085859572747,district
37905,2017-10-01,GUIGLO,C5002,AS27132,0.2711403220376237,district
32119,2017-10-01,TENGRELA,C3023,AS27139,0.0,district
25896,2017-10-01,TABOU,C2066,AS27134,0.41235516114814424,district
19185,2017-10-01,YAMOUSSOUKRO,C2009,AS27132,0.5818813529783494,district
39181,2017-10-01,BIANKOUMA,C5016,AS27132,0.6028123528174352,district
7626,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1062,AS27138,0.07937344917731654,district
3494,2017-10-01,ABOBO-EST,C1026,AS27138,0.05995547775183009,district
12176,2017-10-01,DABOU,C1088,AS27137,0.9770685263068508,district
31242,2017-10-01,OUANGOLO,C3020,AS27132,0.855149011764099,district
39262,2017-10-01,BIANKOUMA,C5016,AS27134,0.5053905457987541,district
11640,2017-10-01,GRAND-BASSAM,C1087,AS27132,0.29993572538191415,district
19065,2017-10-01,SEGUELA,C2008,AS46000,0.48870316921872314,district
18794,2017-10-01,SEGUELA,C2008,AS17005,0.0,district
3404,2017-10-01,ABOBO-EST,C1026,AS27134,0.14850135511719403,district
2984,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1024,AS27132,0.14198280214970668,district
29803,2017-10-01,KATIOLA,C3013,AS27138,0.057379290791092497,district
11730,2017-10-01,GRAND-BASSAM,C1087,AS27134,0.4684085859572747,district
26236,2017-10-01,TIEBISSOU,C2068,AS27133,0.6747139122987906,district
25986,2017-10-01,TABOU,C2066,AS27138,0.10265272986084492,district
40695,2017-10-01,DALOA,C5060,AS27137,0.2986634734356951,district
18816,2017-10-01,SEGUELA,C2008,AS27000,0.16363636363636364,district
11685,2017-10-01,GRAND-BASSAM,C1087,AS27133,0.5977799925780293,district
16636,2017-10-01,ADIAKE,C1679,AS27133,0.7176090837136614,district
19105,2017-10-01,YAMOUSSOUKRO,C2009,AS17005,0.0,district
3359,2017-10-01,ABOBO-EST,C1026,AS27133,0.09065253705963114,district
2939,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1024,AS27000,0.13318950792449316,district
25941,2017-10-01,TABOU,C2066,AS27137,0.48288786941387246,district
14739,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1101,AS27137,0.003333333333333333,district
34463,2017-10-01,DAOUKRO,C4019,AS17005,0.0,district
35371,2017-10-01,M'BAHIAKRO,C4022,AS27134,0.5053905457987541,district
28354,2017-10-01,TANDA,C2168,AS46000,0.0,district
4648,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1030,AS17005,0.0,district
25570,2017-10-01,TIASSALE,C2065,AS27133,0.22484149097776535,district
37863,2017-10-01,GUIGLO,C5002,AS27000,0.9317480293573059,district
29976,2017-10-01,BOUNDIALI,C3014,AS27134,0.1616260318101474,district
10806,2017-10-01,ALEPE,C1083,AS27133,0.22353182499594362,district
16443,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1413,AS27133,0.2098175037072568,district
25157,2017-10-01,SOUBRE,C2064,AS27133,0.5880026200271871,district
4440,2017-10-01,COCODY-BINGERVILLE,C1029,AS27134,0.2390180867541026,district
15085,2017-10-01,TIASSALE,C1112,AS17005,0.0,district
32898,2017-10-01,BONDOUKOU,C4002,AS27137,0.5565072229192782,district
38028,2017-10-01,GUIGLO,C5002,AS27137,0.72791829027045,district
19955,2017-10-01,BOUAFLE,C2011,AS27138,0.0,district
2492,2017-10-01,COCODY-BINGERVILLE,C1018,AS17005,0.041706730769230774,district
36433,2017-10-01,TANDA,C4026,AS46000,0.2,district
34183,2017-10-01,BOUNA,C4018,AS27000,0.8228955162048892,district
41179,2017-10-01,MINIGNAN,C5066,AS27000,0.0,district
26622,2017-10-01,TOUMODI,C2069,AS27134,0.5109402688435118,district
4478,2017-10-01,COCODY-BINGERVILLE,C1029,AS27137,0.21846451936913672,district
10727,2017-10-01,ADIAKE,C1082,AS27138,0.10265272986084492,district
18397,2017-10-01,GAGNOA,C2006,AS27137,0.22152253581082673,district
25112,2017-10-01,SOUBRE,C2064,AS27132,0.30855689708950995,district
19910,2017-10-01,BOUAFLE,C2011,AS27137,0.0,district
12657,2017-10-01,GRAND-BASSAM,C1090,AS27132,0.7059974843499942,district
38723,2017-10-01,ZOUAN-HOUNIEN,C5006,AS27000,0.8228955162048892,district
34553,2017-10-01,DAOUKRO,C4019,AS27132,0.27055946613010357,district
16793,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1681,AS17005,0.0,district
40830,2017-10-01,ODIENNE,C5063,AS27000,0.34060340802987865,district
40534,2017-10-01,TOULEPLEU,C5021,AS27138,0.5386612169050441,district
35053,2017-10-01,TANDA,C4021,AS27134,0.0,district
4350,2017-10-01,COCODY-BINGERVILLE,C1029,AS27132,0.10177666686154815,district
4395,2017-10-01,COCODY-BINGERVILLE,C1029,AS27133,0.09381871387708682,district
19865,2017-10-01,BOUAFLE,C2011,AS27134,0.7101010101010102,district
31065,2017-10-01,NIAKARAMADOUGOU,C3019,AS27134,0.7450290851511161,district
35403,2017-10-01,M'BAHIAKRO,C4022,AS27137,0.40548761384181536,district
26577,2017-10-01,TOUMODI,C2069,AS27133,0.5706226116371891,district
10851,2017-10-01,ALEPE,C1083,AS27138,0.03296900568375522,district
25202,2017-10-01,SOUBRE,C2064,AS27134,0.46326023351821044,district
29713,2017-10-01,KATIOLA,C3013,AS27134,0.8326401299434292,district
28530,2017-10-01,OUANGOLO,C3001,AS27000,0.12029450867185823,district
18435,2017-10-01,GAGNOA,C2006,AS27138,0.10265272986084492,district
39386,2017-10-01,BLOLEQUIN,C5017,AS27000,0.9317480293573059,district
9460,2017-10-01,YOPOUGON-OUEST-SONGON,C1074,AS27000,0.13047834036230357,district
4523,2017-10-01,COCODY-BINGERVILLE,C1029,AS27138,0.10372442693286768,district
39441,2017-10-01,BLOLEQUIN,C5017,AS27133,0.7495608331157415,district
20083,2017-10-01,BOUAFLE,C2011,AS46000,0.0,district
2397,2017-10-01,YOPOUGON-EST,C1017,AS27137,0.05137487734252757,district
4606,2017-10-01,COCODY-BINGERVILLE,C1029,AS46000,0.11524678762334284,district
14625,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1101,AS27132,0.018604651162790697,district
34598,2017-10-01,DAOUKRO,C4019,AS27133,0.6083687840443702,district
26701,2017-10-01,TOUMODI,C2069,AS27138,0.1889073930118865,district
12747,2017-10-01,GRAND-BASSAM,C1090,AS27134,0.5064424741809498,district
30005,2017-10-01,BOUNDIALI,C3014,AS27137,0.15103385537183278,district
36124,2017-10-01,TANDA,C4026,AS27000,0.175,district
24981,2017-10-01,SINFRA,C2063,AS27138,0.10265272986084492,district
16398,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1413,AS27132,0.2825268093667813,district
32936,2017-10-01,BONDOUKOU,C4002,AS27138,0.3818725700655431,district
40481,2017-10-01,TOULEPLEU,C5021,AS27134,0.7573967868717826,district
28571,2017-10-01,OUANGOLO,C3001,AS27132,0.1300604990995023,district
20136,2017-10-01,SOUBRE,C2015,AS27000,0.14732512971855274,district
10574,2017-10-01,ADIAKE,C1082,AS27132,0.589889648310916,district
12702,2017-10-01,GRAND-BASSAM,C1090,AS27133,0.1669218877799365,district
35239,2017-10-01,M'BAHIAKRO,C4022,AS27000,0.8402597984723096,district
10619,2017-10-01,ADIAKE,C1082,AS27133,0.6083687840443702,district
20000,2017-10-01,BOUAFLE,C2011,AS27139,0.8958677685950412,district
36929,2017-10-01,AKOUPE,C4038,AS27137,0.2391039948399031,district
31033,2017-10-01,NIAKARAMADOUGOU,C3019,AS27133,0.6853027037651316,district
25067,2017-10-01,SOUBRE,C2064,AS27000,0.6868477047993247,district
2442,2017-10-01,YOPOUGON-EST,C1017,AS27138,0.010413019042167734,district
10703,2017-10-01,ADIAKE,C1082,AS27137,0.5453065384475033,district
38643,2017-10-01,TOUBA,C5004,AS27139,0.0,district
39092,2017-10-01,BANGOLO,C5015,AS46000,0.09185764689457385,district
26667,2017-10-01,TOUMODI,C2069,AS27137,0.5561448908425989,district
20038,2017-10-01,BOUAFLE,C2011,AS42018,0.2,district
15136,2017-10-01,TIASSALE,C1112,AS27000,0.2609756097560976,district
18353,2017-10-01,GAGNOA,C2006,AS27134,0.6715943904534871,district
37756,2017-10-01,MAN,C5001,AS27137,0.29236656623620194,district
10664,2017-10-01,ADIAKE,C1082,AS27134,0.6995219119262959,district
25034,2017-10-01,SOUBRE,C2064,AS17005,0.0,district
534,2017-10-01,YOPOUGON-OUEST-SONGON,C1007,AS27139,0.1,district
4568,2017-10-01,COCODY-BINGERVILLE,C1029,AS27139,0.5,district
18606,2017-10-01,SAN PEDRO,C2007,AS27132,0.05159659820813389,district
12612,2017-10-01,GRAND-BASSAM,C1090,AS27000,0.5120026080972454,district
29234,2017-10-01,DABAKALA,C3011,AS27138,0.14814682797107898,district
18561,2017-10-01,SAN PEDRO,C2007,AS27000,0.6458072423715789,district
28219,2017-10-01,TANDA,C2168,AS27134,0.15882154882154884,district
11167,2017-10-01,ANYAMA,C1084,AS27137,0.4187444914288741,district
2662,2017-10-01,COCODY-BINGERVILLE,C1018,AS27134,0.106298380205047,district
26487,2017-10-01,TOUMODI,C2069,AS27000,0.8228955162048892,district
37832,2017-10-01,MAN,C5001,AS42018,0.0,district
635,2017-10-01,ABOISSO,C1008,AS27000,0.8228955162048892,district
14990,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1106,AS27133,0.1309301042250412,district
4039,2017-10-01,YOPOUGON-OUEST-SONGON,C1028,AS27132,0.05245477744700161,district
31718,2017-10-01,NIAKARAMADOUGOU,C3022,AS27133,0.046296296296296294,district
12471,2017-10-01,FRESCO,C1089,AS27137,0.4325893732400365,district
25429,2017-10-01,TIASSALE,C2065,AS17005,0.1,district
29269,2017-10-01,DABAKALA,C3011,AS42018,0.0,district
4084,2017-10-01,YOPOUGON-OUEST-SONGON,C1028,AS27133,0.3469723259967078,district
4129,2017-10-01,YOPOUGON-OUEST-SONGON,C1028,AS27134,0.1429033564887293,district
813,2017-10-01,ABOISSO,C1008,AS27137,0.5916982373950366,district
39138,2017-10-01,BIANKOUMA,C5016,AS27000,0.8228955162048892,district
12488,2017-10-01,FRESCO,C1089,AS27138,0.5175303964285591,district
40585,2017-10-01,DALOA,C5060,AS27000,0.6932246319456736,district
25480,2017-10-01,TIASSALE,C2065,AS27000,0.6255007897387341,district
11247,2017-10-01,ANYAMA,C1084,AS42018,0.0,district
34508,2017-10-01,DAOUKRO,C4019,AS27000,0.8228955162048892,district
3939,2017-10-01,YOPOUGON-OUEST-SONGON,C1028,AS17005,0.0,district
16533,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1413,AS27137,0.19607557143589466,district
29908,2017-10-01,BOUNDIALI,C3014,AS27000,0.1387688139826701,district
41208,2017-10-01,MINIGNAN,C5066,AS27132,0.1967269876978182,district
32808,2017-10-01,BONDOUKOU,C4002,AS27133,0.6890083455979166,district
3994,2017-10-01,YOPOUGON-OUEST-SONGON,C1028,AS27000,0.09910175906799756,district
25525,2017-10-01,TIASSALE,C2065,AS27132,0.054116440750467454,district
2702,2017-10-01,COCODY-BINGERVILLE,C1018,AS27137,0.21549825646110446,district
34273,2017-10-01,BOUNA,C4018,AS27133,0.6890083455979166,district
36349,2017-10-01,TANDA,C4026,AS27138,0.03076923076923077,district
26449,2017-10-01,TIEBISSOU,C2068,AS42018,0.0,district
12438,2017-10-01,FRESCO,C1089,AS27134,0.8610189108173174,district
36857,2017-10-01,AKOUPE,C4038,AS27133,0.45717083878662945,district
11212,2017-10-01,ANYAMA,C1084,AS27138,0.9,district
31151,2017-10-01,NIAKARAMADOUGOU,C3019,AS27138,0.5799263505338657,district
14663,2017-10-01,KOUMASSI-PORT BOUET-VRIDI,C1101,AS27133,0.011485615079365078,district
31106,2017-10-01,NIAKARAMADOUGOU,C3019,AS27137,0.7497583576287028,district
2622,2017-10-01,COCODY-BINGERVILLE,C1018,AS27133,0.25311783792099857,district
10987,2017-10-01,ANYAMA,C1084,AS27000,0.8228955162048892,district
32057,2017-10-01,TENGRELA,C3023,AS27137,0.7579730026219451,district
15033,2017-10-01,ADJAME-PLATEAU-ATTECOUBE,C1106,AS27134,0.11806324930902834,district
32853,2017-10-01,BONDOUKOU,C4002,AS27134,0.4743979930583162,district
29949,2017-10-01,BOUNDIALI,C3014,AS27133,0.15148580261950437,district
10936,2017-10-01,ANYAMA,C1084,AS17005,0.1,district
18473,2017-10-01,GAGNOA,C2006,AS27139,0.1,district
