,date,region,site_code,product_code,pred_share_regionlev,agg_level
34597,2017-09-01,N'ZI-IFOU-MORONOU,C4019,AS27133,0.10116284490920166,region
26700,2017-09-01,BELIER,C2069,AS27138,0.18571428571428572,region
17630,2017-09-01,HAUT-SASSANDRA,C2003,AS27134,0.09464819574390845,region
18307,2017-09-01,GOH,C2006,AS27133,0.47646918341048855,region
39091,2017-09-01,CAVALLY-GUEMON,C5015,AS46000,0.0778753711165731,region
27409,2017-09-01,MARAHOUE,C2071,AS42018,0.0,region
12791,2017-09-01,SUD-COMOE,C1090,AS27137,0.1913525630683796,region
34829,2017-09-01,BOUNKANI-GONTOUGO,C4020,AS27133,0.10116284490920166,region
26621,2017-09-01,BELIER,C2069,AS27134,0.547316548901237,region
18472,2017-09-01,GOH,C2006,AS27139,0.5714285714285713,region
27446,2017-09-01,MARAHOUE,C2071,AS46000,0.22646633047202877,region
38935,2017-09-01,TONKPI,C5006,AS27138,0.19409681227863046,region
12577,2017-09-01,SUD-COMOE,C1090,AS17005,0.0,region
1486,2017-09-01,ABIDJAN 2,C1011,AS27134,0.02088766495559228,region
2541,2017-09-01,ABIDJAN 2,C1018,AS27000,0.0637449501841634,region
12611,2017-09-01,SUD-COMOE,C1090,AS27000,0.3127886002886002,region
34856,2017-09-01,BOUNKANI-GONTOUGO,C4020,AS27134,0.10116284490920166,region
17540,2017-09-01,HAUT-SASSANDRA,C2003,AS27132,0.11342288022765253,region
13710,2017-09-01,AGNEBY-TIASSA-ME,C1093,AS46000,0.13531871387679023,region
34552,2017-09-01,N'ZI-IFOU-MORONOU,C4019,AS27132,0.10116284490920166,region
40829,2017-09-01,KABADOUGOU-BAFING-FOLON,C5063,AS27000,0.20913325745487193,region
26576,2017-09-01,BELIER,C2069,AS27133,0.1102112676056338,region
27485,2017-09-01,PORO-TCHOLOGO-BAGOUE,C2127,AS27000,0.10116284490920166,region
18434,2017-09-01,GOH,C2006,AS27138,0.17801524365293173,region
1531,2017-09-01,ABIDJAN 2,C1011,AS27137,0.02755553437316568,region
13664,2017-09-01,AGNEBY-TIASSA-ME,C1093,AS27134,0.10116284490920166,region
12656,2017-09-01,SUD-COMOE,C1090,AS27132,0.3560720453984702,region
38027,2017-09-01,CAVALLY-GUEMON,C5002,AS27137,0.3839476437982511,region
29712,2017-09-01,HAMBOL,C3013,AS27134,0.6251515151515151,region
18396,2017-09-01,GOH,C2006,AS27137,0.17333333333333334,region
2491,2017-09-01,ABIDJAN 2,C1018,AS17005,0.012897678417884782,region
17585,2017-09-01,HAUT-SASSANDRA,C2003,AS27133,0.09113502981241813,region
18104,2017-09-01,LOH-DJIBOUA,C2005,AS27134,0.4413913654243375,region
25246,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2064,AS27137,0.19635170296500068,region
3448,2017-09-01,ABIDJAN 2,C1026,AS27137,0.038327992123965635,region
33799,2017-09-01,N'ZI-IFOU-MORONOU,C4016,AS42018,0.0,region
21500,2017-09-01,N'ZI-IFOU-MORONOU,C2049,AS27139,0.11974960852348744,region
23682,2017-09-01,LOH-DJIBOUA,C2059,AS27000,0.11666419836689387,region
8833,2017-09-01,ABIDJAN 2,C1072,AS27000,0.007087483465869332,region
37136,2017-09-01,N'ZI-IFOU-MORONOU,C4054,AS27133,0.10116284490920166,region
6280,2017-09-01,ABIDJAN 2,C1055,AS27138,0.015233930116880717,region
21455,2017-09-01,N'ZI-IFOU-MORONOU,C2049,AS27138,0.10116284490920166,region
23727,2017-09-01,LOH-DJIBOUA,C2059,AS27132,0.15716325236196413,region
8877,2017-09-01,ABIDJAN 2,C1072,AS27132,0.003752119719132652,region
39703,2017-09-01,TONKPI,C5018,AS27137,0.13736783820015155,region
6236,2017-09-01,ABIDJAN 2,C1055,AS27137,0.03669228032979802,region
6192,2017-09-01,ABIDJAN 2,C1055,AS27134,0.049709159006596795,region
6324,2017-09-01,ABIDJAN 2,C1055,AS27139,0.004434329004856877,region
21410,2017-09-01,N'ZI-IFOU-MORONOU,C2049,AS27137,0.10116284490920166,region
40209,2017-09-01,CAVALLY-GUEMON,C5020,AS27137,0.09322735734861562,region
23766,2017-09-01,LOH-DJIBOUA,C2059,AS27133,0.11666419836689387,region
30241,2017-09-01,PORO-TCHOLOGO-BAGOUE,C3015,AS27137,0.10116284490920166,region
37515,2017-09-01,AGNEBY-TIASSA-ME,C4061,AS27133,0.10116284490920166,region
33819,2017-09-01,N'ZI-IFOU-MORONOU,C4017,AS17005,0.07939076669544218,region
8965,2017-09-01,ABIDJAN 2,C1072,AS27134,0.02125614291828487,region
21365,2017-09-01,N'ZI-IFOU-MORONOU,C2049,AS27134,0.10116284490920166,region
6148,2017-09-01,ABIDJAN 2,C1055,AS27133,0.01282264686182713,region
9009,2017-09-01,ABIDJAN 2,C1072,AS27137,0.016661092105649443,region
23811,2017-09-01,LOH-DJIBOUA,C2059,AS27134,0.1275801058310345,region
6104,2017-09-01,ABIDJAN 2,C1055,AS27132,0.01313531746945103,region
23847,2017-09-01,LOH-DJIBOUA,C2059,AS27137,0.13151169788120787,region
8921,2017-09-01,ABIDJAN 2,C1072,AS27133,0.00686116647131538,region
21320,2017-09-01,N'ZI-IFOU-MORONOU,C2049,AS27133,0.10116284490920166,region
30728,2017-09-01,WORODOUGOU-BERE,C3017,AS46000,0.9368376068376069,region
33278,2017-09-01,INDENIE-DJUABLIN,C4014,AS27137,0.10519607843137255,region
23481,2017-09-01,BELIER,C2057,AS27132,0.10116284490920166,region
21692,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2050,AS27134,0.10116284490920166,region
6495,2017-09-01,ABIDJAN 2,C1056,AS27132,0.023292685456005165,region
33764,2017-09-01,N'ZI-IFOU-MORONOU,C4016,AS27138,0.10116284490920166,region
8578,2017-09-01,ABIDJAN 2,C1069,AS27137,0.1547512795992309,region
35542,2017-09-01,INDENIE-DJUABLIN,C4023,AS27000,0.12008918399895845,region
37470,2017-09-01,AGNEBY-TIASSA-ME,C4061,AS27132,0.10116284490920166,region
6453,2017-09-01,ABIDJAN 2,C1056,AS27000,0.02177275631763112,region
8613,2017-09-01,ABIDJAN 2,C1069,AS27138,0.004081632653061224,region
23525,2017-09-01,BELIER,C2057,AS27133,0.10116284490920166,region
40166,2017-09-01,CAVALLY-GUEMON,C5020,AS27134,0.24906337880205984,region
21634,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2050,AS27132,0.10116284490920166,region
8778,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1070,AS27134,0.02564355620212727,region
6403,2017-09-01,ABIDJAN 2,C1055,AS46000,0.0032552486417029283,region
8648,2017-09-01,ABIDJAN 2,C1069,AS42018,0.5,region
30707,2017-09-01,WORODOUGOU-BERE,C3017,AS42018,0.0,region
30270,2017-09-01,PORO-TCHOLOGO-BAGOUE,C3015,AS27138,0.10116284490920166,region
21590,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2050,AS27000,0.10116284490920166,region
23623,2017-09-01,BELIER,C2057,AS27139,0.01974960852348743,region
39746,2017-09-01,TONKPI,C5018,AS27138,0.7435631098930331,region
8688,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1070,AS27000,0.0368684682634536,region
6359,2017-09-01,ABIDJAN 2,C1055,AS42018,0.0,region
21545,2017-09-01,N'ZI-IFOU-MORONOU,C2049,AS46000,0.11003095849285685,region
35476,2017-09-01,N'ZI-IFOU-MORONOU,C4022,AS27139,0.057817988907880535,region
23650,2017-09-01,BELIER,C2057,AS42018,0.0,region
8733,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1070,AS27132,0.022934053929360557,region
23569,2017-09-01,BELIER,C2057,AS27134,0.10116284490920166,region
8533,2017-09-01,ABIDJAN 2,C1069,AS27134,0.00804213573089072,region
33223,2017-09-01,INDENIE-DJUABLIN,C4014,AS27132,0.3,region
39682,2017-09-01,TONKPI,C5018,AS27134,0.3197898273972372,region
5746,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1054,AS27000,0.011733468359485258,region
24073,2017-09-01,GOH,C2060,AS27134,0.07141839250264272,region
9459,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1074,AS27000,0.03313599677839137,region
33905,2017-09-01,N'ZI-IFOU-MORONOU,C4017,AS27132,0.10116284490920166,region
40295,2017-09-01,CAVALLY-GUEMON,C5020,AS27139,0.00917451207635497,region
21049,2017-09-01,GBEKE,C2047,AS27134,0.27503178769926406,region
24108,2017-09-01,GOH,C2060,AS27137,0.025143883377956235,region
9497,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1074,AS27132,0.029745584009770048,region
33139,2017-09-01,BOUNKANI-GONTOUGO,C4003,AS27139,0.020332698902496178,region
24125,2017-09-01,GOH,C2060,AS27138,0.08832758089986881,region
21004,2017-09-01,GBEKE,C2047,AS27133,0.12463455289677786,region
9540,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1074,AS27133,0.031805985351876544,region
9395,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1073,AS27138,0.08117898004205641,region
5670,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1051,AS27134,0.012749636867869715,region
30818,2017-09-01,PORO-TCHOLOGO-BAGOUE,C3018,AS27132,0.20505953471282767,region
5626,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1051,AS27133,0.017372430563753337,region
40315,2017-09-01,CAVALLY-GUEMON,C5020,AS46000,0.09662104699106037,region
20959,2017-09-01,GBEKE,C2047,AS27000,0.07808476327545946,region
9583,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1074,AS27134,0.04963374801873018,region
24169,2017-09-01,GOH,C2060,AS27139,0.3822510822510822,region
36043,2017-09-01,N'ZI-IFOU-MORONOU,C4025,AS27138,0.10116284490920166,region
39596,2017-09-01,TONKPI,C5018,AS27132,0.3291630222576514,region
37589,2017-09-01,AGNEBY-TIASSA-ME,C4061,AS27137,0.10116284490920166,region
5568,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1051,AS27000,0.01718703081972333,region
24204,2017-09-01,GOH,C2060,AS42018,0.0,region
9621,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1074,AS27137,0.06945540930905576,region
37083,2017-09-01,N'ZI-IFOU-MORONOU,C4054,AS17005,0.07939076669544218,region
9053,2017-09-01,ABIDJAN 2,C1072,AS27138,0.0037601361248732687,region
21089,2017-09-01,GBEKE,C2047,AS27137,0.011418096608792803,region
30201,2017-09-01,PORO-TCHOLOGO-BAGOUE,C3015,AS27134,0.10116284490920166,region
9096,2017-09-01,ABIDJAN 2,C1072,AS27139,0.00037557989834050844,region
6060,2017-09-01,ABIDJAN 2,C1055,AS27000,0.01919893780056407,region
23883,2017-09-01,LOH-DJIBOUA,C2059,AS27138,0.14381806514274784,region
21275,2017-09-01,N'ZI-IFOU-MORONOU,C2049,AS27132,0.10116284490920166,region
9170,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1073,AS27000,0.05050501086843595,region
6010,2017-09-01,ABIDJAN 2,C1055,AS17005,0.00852486765518474,region
30773,2017-09-01,PORO-TCHOLOGO-BAGOUE,C3018,AS27000,0.04013198177968161,region
5965,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1054,AS27138,0.12375041084462408,region
33863,2017-09-01,N'ZI-IFOU-MORONOU,C4017,AS27000,0.10116284490920166,region
21230,2017-09-01,N'ZI-IFOU-MORONOU,C2049,AS27000,0.10116284490920166,region
9215,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1073,AS27132,0.027339589108152505,region
5920,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1054,AS27137,0.056629526046153414,region
5788,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1054,AS27132,0.01447567722150534,region
23938,2017-09-01,GOH,C2060,AS27000,0.10301848245755019,region
40252,2017-09-01,CAVALLY-GUEMON,C5020,AS27138,0.12016385966009921,region
9260,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1073,AS27133,0.029924036704823714,region
21173,2017-09-01,GBEKE,C2047,AS27139,0.1,region
5875,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1054,AS27134,0.021787342985535637,region
23983,2017-09-01,GOH,C2060,AS27132,0.07759397842345464,region
9305,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1073,AS27134,0.04333122537595005,region
37556,2017-09-01,AGNEBY-TIASSA-ME,C4061,AS27134,0.10116284490920166,region
5830,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1054,AS27133,0.018583890175616076,region
21128,2017-09-01,GBEKE,C2047,AS27138,0.011418096608792803,region
24028,2017-09-01,GOH,C2060,AS27133,0.09458663519582702,region
39639,2017-09-01,TONKPI,C5018,AS27133,0.47912827969502414,region
9350,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1073,AS27137,0.08590797550555386,region
33178,2017-09-01,INDENIE-DJUABLIN,C4014,AS27000,0.6630785361555149,region
6537,2017-09-01,ABIDJAN 2,C1056,AS27133,0.02892401695557984,region
8488,2017-09-01,ABIDJAN 2,C1069,AS27133,0.019187372834330106,region
33336,2017-09-01,AGNEBY-TIASSA-ME,C4015,AS27000,0.10116284490920166,region
22356,2017-09-01,BELIER,C2052,AS27134,0.10116284490920166,region
30434,2017-09-01,WORODOUGOU-BERE,C3017,AS27000,0.5665568730786124,region
7312,2017-09-01,ABIDJAN 2,C1061,AS27138,0.08880721255201811,region
22854,2017-09-01,LOH-DJIBOUA,C2055,AS27134,0.1275801058310345,region
7269,2017-09-01,ABIDJAN 2,C1061,AS27137,0.08880721255201811,region
22311,2017-09-01,BELIER,C2052,AS27133,0.10116284490920166,region
40019,2017-09-01,CAVALLY-GUEMON,C5019,AS46000,0.0454419163855472,region
33625,2017-09-01,N'ZI-IFOU-MORONOU,C4016,AS27132,0.10116284490920166,region
33471,2017-09-01,AGNEBY-TIASSA-ME,C4015,AS27134,0.10116284490920166,region
39895,2017-09-01,CAVALLY-GUEMON,C5019,AS27133,0.10721380257745135,region
7226,2017-09-01,ABIDJAN 2,C1061,AS27134,0.0894927729032982,region
22896,2017-09-01,LOH-DJIBOUA,C2055,AS27137,0.13151169788120787,region
22810,2017-09-01,LOH-DJIBOUA,C2055,AS27133,0.11666419836689387,region
22266,2017-09-01,BELIER,C2052,AS27132,0.10116284490920166,region
22940,2017-09-01,LOH-DJIBOUA,C2055,AS27138,0.14381806514274784,region
7917,2017-09-01,ABIDJAN 2,C1066,AS27000,0.25888167872266654,region
37358,2017-09-01,INDENIE-DJUABLIN,C4056,AS27137,0.9,region
30563,2017-09-01,WORODOUGOU-BERE,C3017,AS27134,1.0,region
7140,2017-09-01,ABIDJAN 2,C1061,AS27132,0.09061288753052198,region
40042,2017-09-01,CAVALLY-GUEMON,C5020,AS27000,0.11874326399106978,region
22221,2017-09-01,BELIER,C2052,AS27000,0.10116284490920166,region
33426,2017-09-01,AGNEBY-TIASSA-ME,C4015,AS27133,0.10116284490920166,region
7097,2017-09-01,ABIDJAN 2,C1061,AS27000,0.09061288753052198,region
22984,2017-09-01,LOH-DJIBOUA,C2055,AS27139,0.5194245842876718,region
7960,2017-09-01,ABIDJAN 2,C1066,AS27132,0.025667161722890085,region
22176,2017-09-01,BELIER,C2051,AS46000,0.13531871387679023,region
7183,2017-09-01,ABIDJAN 2,C1061,AS27133,0.08880721255201811,region
7060,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1059,AS42018,0.0,region
7348,2017-09-01,ABIDJAN 2,C1061,AS42018,0.0,region
7400,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1062,AS27000,0.08808795806139805,region
7625,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1062,AS27138,0.02380845826806892,region
22586,2017-09-01,GOH,C2053,AS27138,0.10116284490920166,region
22557,2017-09-01,GOH,C2053,AS27137,0.10116284490920166,region
30477,2017-09-01,WORODOUGOU-BERE,C3017,AS27132,0.32857142857142857,region
33545,2017-09-01,AGNEBY-TIASSA-ME,C4015,AS27138,0.10116284490920166,region
22528,2017-09-01,GOH,C2053,AS27134,0.10116284490920166,region
37289,2017-09-01,INDENIE-DJUABLIN,C4056,AS27133,0.04278325539381308,region
7670,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1062,AS27139,0.007587253414264037,region
22642,2017-09-01,GOH,C2053,AS42018,0.0,region
39943,2017-09-01,CAVALLY-GUEMON,C5019,AS27137,0.28851620785160736,region
7580,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1062,AS27137,0.14294064748201438,region
35511,2017-09-01,N'ZI-IFOU-MORONOU,C4022,AS42018,0.0,region
22766,2017-09-01,LOH-DJIBOUA,C2055,AS27132,0.12401950446846903,region
22483,2017-09-01,GOH,C2053,AS27133,0.10116284490920166,region
7535,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1062,AS27134,0.20710598664646804,region
39976,2017-09-01,CAVALLY-GUEMON,C5019,AS27138,0.5122264648452156,region
39928,2017-09-01,CAVALLY-GUEMON,C5019,AS27134,0.5099283152539006,region
30520,2017-09-01,WORODOUGOU-BERE,C3017,AS27133,0.8828625235404897,region
7490,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1062,AS27133,0.1807228915662651,region
22438,2017-09-01,GOH,C2053,AS27132,0.10116284490920166,region
22722,2017-09-01,LOH-DJIBOUA,C2055,AS27000,0.11666419836689387,region
33508,2017-09-01,AGNEBY-TIASSA-ME,C4015,AS27137,0.10116284490920166,region
37330,2017-09-01,INDENIE-DJUABLIN,C4056,AS27134,0.5618545170557554,region
7445,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1062,AS27132,0.015761751313364332,region
33588,2017-09-01,N'ZI-IFOU-MORONOU,C4016,AS27000,0.10116284490920166,region
22397,2017-09-01,GOH,C2053,AS27000,0.10116284490920166,region
22679,2017-09-01,LOH-DJIBOUA,C2055,AS17005,0.18754669512383887,region
23019,2017-09-01,LOH-DJIBOUA,C2055,AS42018,0.0,region
22162,2017-09-01,BELIER,C2051,AS42018,0.0,region
7025,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1059,AS27138,0.015744914883699893,region
33696,2017-09-01,N'ZI-IFOU-MORONOU,C4016,AS27134,0.10116284490920166,region
21914,2017-09-01,BELIER,C2051,AS27132,0.10116284490920166,region
23277,2017-09-01,HAUT-SASSANDRA,C2056,AS27137,0.5688888888888888,region
8309,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1067,AS27134,0.00821880826722325,region
8352,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1067,AS27137,0.009986255952040361,region
37429,2017-09-01,AGNEBY-TIASSA-ME,C4061,AS27000,0.10116284490920166,region
6772,2017-09-01,ABIDJAN 2,C1058,AS27137,0.06066566779187634,region
23307,2017-09-01,HAUT-SASSANDRA,C2056,AS27138,0.2903343615927384,region
21869,2017-09-01,BELIER,C2051,AS27000,0.10116284490920166,region
6727,2017-09-01,ABIDJAN 2,C1058,AS27000,0.06066566779187634,region
23352,2017-09-01,HAUT-SASSANDRA,C2056,AS27139,0.2,region
8398,2017-09-01,ABIDJAN 2,C1069,AS27000,0.02704134162502918,region
8269,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1067,AS27133,0.01073590202628685,region
30649,2017-09-01,WORODOUGOU-BERE,C3017,AS27138,0.25664160401002506,region
40123,2017-09-01,CAVALLY-GUEMON,C5020,AS27133,0.13993973335507232,region
21818,2017-09-01,BELIER,C2051,AS17005,0.07939076669544218,region
33733,2017-09-01,N'ZI-IFOU-MORONOU,C4016,AS27137,0.10116284490920166,region
23391,2017-09-01,HAUT-SASSANDRA,C2056,AS46000,0.0,region
6621,2017-09-01,ABIDJAN 2,C1056,AS27137,0.021740718174163697,region
21780,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2050,AS27138,0.10116284490920166,region
23437,2017-09-01,BELIER,C2057,AS27000,0.10116284490920166,region
39789,2017-09-01,TONKPI,C5018,AS27139,0.009867812847136155,region
8443,2017-09-01,ABIDJAN 2,C1069,AS27132,0.014542366496148009,region
30677,2017-09-01,WORODOUGOU-BERE,C3017,AS27139,0.0,region
6579,2017-09-01,ABIDJAN 2,C1056,AS27134,0.023614739070829942,region
21736,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2050,AS27137,0.10116284490920166,region
6665,2017-09-01,ABIDJAN 2,C1056,AS27138,0.02190812350617591,region
8230,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1067,AS27132,0.009475789072795454,region
33381,2017-09-01,AGNEBY-TIASSA-ME,C4015,AS27132,0.10116284490920166,region
23232,2017-09-01,HAUT-SASSANDRA,C2056,AS27134,0.7470987654320987,region
23050,2017-09-01,HAUT-SASSANDRA,C2056,AS17005,0.0,region
33651,2017-09-01,N'ZI-IFOU-MORONOU,C4016,AS27133,0.10116284490920166,region
35998,2017-09-01,N'ZI-IFOU-MORONOU,C4025,AS27137,0.10116284490920166,region
22123,2017-09-01,BELIER,C2051,AS27139,0.020368635540159826,region
8005,2017-09-01,ABIDJAN 2,C1066,AS27133,0.10053862188141509,region
6993,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1059,AS27137,0.016255381762944797,region
8050,2017-09-01,ABIDJAN 2,C1066,AS27134,0.056896261274878124,region
23097,2017-09-01,HAUT-SASSANDRA,C2056,AS27000,0.6410608533538475,region
22081,2017-09-01,BELIER,C2051,AS27138,0.10116284490920166,region
6954,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1059,AS27134,0.016047131938309762,region
23142,2017-09-01,HAUT-SASSANDRA,C2056,AS27132,0.8291666666666666,region
30606,2017-09-01,WORODOUGOU-BERE,C3017,AS27137,0.5917898193760263,region
22049,2017-09-01,BELIER,C2051,AS27137,0.10116284490920166,region
8104,2017-09-01,ABIDJAN 2,C1066,AS27138,0.1862474766480236,region
37208,2017-09-01,N'ZI-IFOU-MORONOU,C4054,AS27139,0.01978554516115108,region
6911,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1059,AS27133,0.02675010038243496,region
23187,2017-09-01,HAUT-SASSANDRA,C2056,AS27133,0.03817220099911842,region
6866,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1059,AS27132,0.030144914883699893,region
22004,2017-09-01,BELIER,C2051,AS27134,0.10116284490920166,region
39824,2017-09-01,TONKPI,C5018,AS46000,0.0,region
8147,2017-09-01,ABIDJAN 2,C1066,AS27139,0.011627029405079708,region
40085,2017-09-01,CAVALLY-GUEMON,C5020,AS27132,0.11429411489509722,region
8165,2017-09-01,ABIDJAN 2,C1066,AS42018,0.0003764750029432228,region
8190,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1067,AS27000,0.009411291100270697,region
35955,2017-09-01,N'ZI-IFOU-MORONOU,C4025,AS27134,0.10116284490920166,region
21959,2017-09-01,BELIER,C2051,AS27133,0.10116284490920166,region
6821,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1059,AS27000,0.015744914883699893,region
33947,2017-09-01,N'ZI-IFOU-MORONOU,C4017,AS27133,0.10116284490920166,region
20898,2017-09-01,WORODOUGOU-BERE,C2041,AS27137,0.27141278356770276,region
33112,2017-09-01,BOUNKANI-GONTOUGO,C4003,AS27138,0.10116284490920166,region
9660,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1074,AS27138,0.10317764026416079,region
10935,2017-09-01,ABIDJAN 2,C1084,AS17005,0.07939076669544218,region
29948,2017-09-01,PORO-TCHOLOGO-BAGOUE,C3014,AS27133,0.021047461728650053,region
32852,2017-09-01,BOUNKANI-GONTOUGO,C4002,AS27134,0.0414264922552532,region
10986,2017-09-01,ABIDJAN 2,C1084,AS27000,0.10012401225212961,region
37805,2017-09-01,TONKPI,C5001,AS27139,0.0009440512524880292,region
4263,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1028,AS27139,0.2122913149692171,region
19760,2017-09-01,MARAHOUE,C2011,AS27000,0.22373326706419716,region
4218,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1028,AS27138,0.01828853616399473,region
11031,2017-09-01,ABIDJAN 2,C1084,AS27132,0.10012401225212961,region
25336,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2064,AS27139,0.041041592002826484,region
11076,2017-09-01,ABIDJAN 2,C1084,AS27133,0.08880721255201811,region
34227,2017-09-01,BOUNKANI-GONTOUGO,C4018,AS27132,0.31890057167779806,region
25291,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2064,AS27138,0.21427357892437532,region
19714,2017-09-01,MARAHOUE,C2011,AS17005,0.8,region
11121,2017-09-01,ABIDJAN 2,C1084,AS27134,0.10153087060370795,region
4173,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1028,AS27137,0.031025023235051914,region
25385,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2064,AS46000,0.05139493788545468,region
35634,2017-09-01,N'ZI-IFOU-MORONOU,C4024,AS27000,0.03883313481551585,region
31105,2017-09-01,HAMBOL,C3019,AS27137,0.16628012166687228,region
4128,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1028,AS27134,0.0416713310589512,region
4083,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1028,AS27133,0.03527663152609674,region
25428,2017-09-01,AGNEBY-TIASSA-ME,C2065,AS17005,0.07939076669544218,region
37831,2017-09-01,TONKPI,C5001,AS42018,0.0,region
11166,2017-09-01,ABIDJAN 2,C1084,AS27137,0.10012401225212961,region
4038,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1028,AS27132,0.02040463401003446,region
40584,2017-09-01,HAUT-SASSANDRA,C5060,AS27000,0.29695775389850454,region
39347,2017-09-01,TONKPI,C5016,AS27138,0.13158659667280356,region
3993,2017-09-01,ABIDJAN 1-GRANDS PONTS,C1028,AS27000,0.033584263695735986,region
4308,2017-09-01,ABIDJAN 2,C1029,AS27000,0.029929881006317355,region
36898,2017-09-01,AGNEBY-TIASSA-ME,C4038,AS27134,0.10116284490920166,region
25066,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2064,AS27000,0.2899739513121049,region
36928,2017-09-01,AGNEBY-TIASSA-ME,C4038,AS27137,0.10116284490920166,region
19999,2017-09-01,MARAHOUE,C2011,AS27139,0.06762048192771083,region
4522,2017-09-01,ABIDJAN 2,C1029,AS27138,0.027136038761782784,region
25111,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2064,AS27132,0.19644895290154207,region
4477,2017-09-01,ABIDJAN 2,C1029,AS27137,0.03650918199234108,region
34182,2017-09-01,BOUNKANI-GONTOUGO,C4018,AS27000,0.12127260281842811,region
19954,2017-09-01,MARAHOUE,C2011,AS27138,0.0,region
32897,2017-09-01,BOUNKANI-GONTOUGO,C4002,AS27137,0.6747864731866854,region
10761,2017-09-01,SUD-COMOE,C1082,AS42018,0.0,region
4439,2017-09-01,ABIDJAN 2,C1029,AS27134,0.09072758506481207,region
25156,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2064,AS27133,0.2092230425239503,region
19819,2017-09-01,MARAHOUE,C2011,AS27133,0.43642384105960275,region
10805,2017-09-01,AGNEBY-TIASSA-ME,C1083,AS27133,0.10116284490920166,region
19909,2017-09-01,MARAHOUE,C2011,AS27137,0.2,region
4394,2017-09-01,ABIDJAN 2,C1029,AS27133,0.051206540539720825,region
25201,2017-09-01,GBOKLE-NAWA-SAN PEDRO,C2064,AS27134,0.24193627523718297,region
10850,2017-09-01,AGNEBY-TIASSA-ME,C1083,AS27138,0.10116284490920166,region
35402,2017-09-01,N'ZI-IFOU-MORONOU,C4022,AS27137,0.10116284490920166,region
31064,2017-09-01,HAMBOL,C3019,AS27134,0.2683681320504702,region
19864,2017-09-01,MARAHOUE,C2011,AS27134,0.42301994301994295,region
4349,2017-09-01,ABIDJAN 2,C1029,AS27132,0.031886699489806276,region
40533,2017-09-01,CAVALLY-GUEMON,C5021,AS27138,0.10055356432912403,region
