"district","month","year","implant_women_old","implant_women_new","injection2_women_old","injection2_women_new","injection3_women_old","injection3_women_new","pill_women_old","pill_women_new","iud_women_old","iud_women_new","iud_number_dispensed","implant_number_dispensed","injection2_number_dispensed","injection3_number_dispensed","pill_number_dispensed","iud_number_received","implant_number_received","injection2_number_received","injection3_number_received","pill_number_received","iud_stock_end","implant_stock_end","injection2_stock_end","injection3_stock_end","pill_stock_end"
"GUITRY",7,2019,93,35,,,170,40,17,3,,4,,22,,191,24,,52,4,240,92,,43,,93,73
"GUITRY",8,2019,535,33,,,209,34,21,5,,,,23,,214,31,,74,,255,58,,68,,93,53
"GUITRY",9,2019,142,39,,,167,37,20,12,,,,27,,166,30,,58,,213,77,,73,,84,64
"ISSIA",1,2019,2437,209,16,4,1327,237,454,18,371,2,2,88,11,223,65,15,98,55,178,123,,16,,38,59
"ISSIA",2,2019,2535,212,14,,1237,221,342,25,385,2,2,66,12,58,80,16,85,44,61,214,,19,,3,134
"ISSIA",3,2019,520,331,20,6,1262,249,426,28,395,10,9,72,23,41,36,17,135,24,68,79,,63,,27,43
"ISSIA",4,2019,2749,187,14,,1371,166,463,18,408,4,4,82,6,173,675,11,90,101,175,1145,,51,,68,495
"ISSIA",5,2019,2843,142,24,4,1322,143,472,16,413,2,165,96,28,517,660,12,183,90,451,1450,,94,,254,832
"ISSIA",6,2019,2883,462,20,,1341,205,486,38,425,,,194,16,315,851,11,301,73,551,1055,,43,,604,389
"ISSIA",7,2019,3138,131,31,,1338,142,508,16,433,3,3,58,17,120,112,40,130,41,267,287,,82,,152,176
"ISSIA",8,2019,3211,147,10,1,1415,152,519,14,455,4,4,118,7,317,175,46,209,20,505,379,,124,,209,288
"ISSIA",9,2019,2983,159,14,2,1365,171,500,9,458,1,1,81,16,98,106,37,114,113,164,89,,77,,151,140
"JACQUEVILLE",1,2019,17,,18,4,271,51,40,9,,,,,20,195,92,,,26,211,103,,,,27,68
"JACQUEVILLE",2,2019,18,1,28,1,126,37,28,1,,,,,,77,36,,,,133,88,,,,72,52
"JACQUEVILLE",3,2019,20,5,10,8,157,41,35,4,,,,,10,61,14,,,60,109,37,,,,21,23
"JACQUEVILLE",4,2019,30,7,97,16,215,43,36,7,,,,7,106,96,13,,10,131,139,305,,3,,43,292
"JACQUEVILLE",5,2019,27,6,24,6,200,28,40,11,,,,5,17,88,82,,10,65,122,296,,5,,48,214
"JACQUEVILLE",6,2019,27,18,35,3,229,90,44,4,,2,,14,38,113,25,,10,57,106,238,,3,,13,213
"JACQUEVILLE",7,2019,25,11,62,12,225,34,46,6,,2,2,3,34,129,12,,20,101,177,79,,17,,58,67
"JACQUEVILLE",8,2019,3,4,44,12,161,30,8,5,,,,17,47,124,48,,17,68,129,138,,,,16,87
"JACQUEVILLE",9,2019,29,4,52,11,223,28,46,1,,,,3,57,109,11,,16,103,108,43,,13,,31,36
"KANI",1,2019,35,27,,,78,31,,,,,,12,,21,,,20,,5,,,40,,33,
"KANI",2,2019,37,27,,,62,40,,,,,,13,,27,,,34,,50,,,13,,22,
"KANI",3,2019,,7,28,3,36,51,,,,,,13,,25,,,15,,,6,,16,,63,6
"KANI",4,2019,33,36,,,97,37,,,,,,18,,33,,,15,,,6,,41,,35,6
"KANI",5,2019,42,40,,,65,25,,,,,,13,,45,,,10,,50,5,,18,,41,
"KANI",6,2019,41,14,,,92,21,,,,,,8,,43,,,10,,74,10,,20,,34,10
"KANI",7,2019,1,9,,,104,27,,,,,,3,,5,,,3,,5,,,10,,29,
"KANI",8,2019,45,18,,,87,23,,,,,,7,,9,,,23,,,,,23,,24,
"KANI",9,2019,45,13,,,79,15,1,,,,,7,,20,,,,,25,,,7,,45,
"KANIASSO",1,2019,161,26,,,78,18,,,,,,,,,,,,,,,,,,,
"KANIASSO",2,2019,154,29,,,67,29,,,,,,,,,,,,,,,,,,,
"KANIASSO",3,2019,57,27,,,55,25,,,,,,2,,2,,,4,,24,,,2,,22,
"KANIASSO",4,2019,222,38,,,83,25,1,,,1,,6,,11,,,7,,33,,,1,,22,
"KANIASSO",5,2019,175,24,3,,76,25,,,11,1,,,,,,,,,,,,,,,
"KANIASSO",6,2019,177,47,,,88,21,,,,,,4,,8,,,13,,21,,,11,,15,
"KANIASSO",7,2019,191,28,25,1,51,25,,,,,,,,,,,,,,,,,,,
"KANIASSO",8,2019,136,37,,,78,30,,,,,,,,,,,,,,,,,,,
"KANIASSO",9,2019,208,31,,,69,16,,,,,,,,,,,,,,,,,,,
"KATIOLA",1,2019,148,71,7,,285,85,17,6,,1,,109,7,327,2,,118,7,213,18,,96,,130,15
"KATIOLA",2,2019,,91,,,283,76,17,6,,,,101,,283,44,,208,,274,55,,197,,223,29
"KATIOLA",3,2019,,98,,1,246,224,19,7,,2,9,84,1,311,25,2,100,45,265,39,,141,,119,14
"KATIOLA",4,2019,227,76,2,1,349,95,14,5,,,2,87,3,383,46,,100,19,325,44,,110,,107,6
"KATIOLA",5,2019,1,82,9,4,282,82,13,6,,1,14,63,13,180,62,10,130,36,210,36,,105,,121,5
"KATIOLA",6,2019,,92,3,2,332,98,15,5,,,,89,21,326,75,,173,94,500,90,,39,,254,20
"KATIOLA",7,2019,,81,8,6,329,89,12,11,,9,,84,15,284,72,,185,67,652,125,,171,,531,53
"KATIOLA",8,2019,2,60,32,3,266,60,18,2,,8,,57,10,309,357,,126,10,132,639,,177,,328,309
"KATIOLA",9,2019,4,69,9,2,416,82,18,6,,1,,148,11,339,78,,132,17,137,107,,160,,208,45
"KONG",1,2019,28,30,37,7,103,23,,1,,,,,,,,,,,,,,,,,
"KONG",2,2019,9,15,32,,110,42,,,,,,,,,,,,,,,,,,,
"KONG",3,2019,13,17,33,,118,40,,,,,,,,,,,,,,,,,,,
"KONG",4,2019,13,18,32,1,150,37,,,,,,,,,,,,,,,,,,,
"KONG",5,2019,16,135,33,6,125,67,,3,2,,,,,,,,,,,,,,,,
"KONG",6,2019,30,16,30,3,101,21,,,,,,,,,,,,,,,,,,,
"KONG",7,2019,31,14,31,3,109,30,,1,,,,,,,,,,,,,,,,,
"KONG",8,2019,34,7,33,1,102,24,,,,,,,,,,,,,,,,,,,
"KONG",9,2019,28,19,33,3,104,30,,,,,,,,,,,,,,,,,,,
"KORHOGO 1",1,2019,15,169,82,31,1350,530,26,158,17,2,2,145,113,1214,76,32,333,214,3608,494,,270,,2626,534
"KORHOGO 1",2,2019,1,214,43,5,1133,459,544,199,,16,16,220,48,1473,757,85,400,90,2401,1477,,233,,1062,763
"KORHOGO 1",3,2019,,241,41,10,1336,569,15,9,,13,13,226,48,1903,189,54,378,198,2292,782,,234,,667,675
"KORHOGO 1",4,2019,36,230,55,26,848,1061,58,176,12,1,13,269,94,1835,261,60,488,317,2683,796,,237,,926,613
"KORHOGO 1",5,2019,1,467,69,14,1332,539,314,163,,7,7,323,187,1637,522,97,549,717,2354,818,,282,,956,464
"KORHOGO 1",6,2019,13,213,357,133,1084,376,145,82,,15,12,226,487,1437,277,85,403,755,2181,841,,230,,983,650
"KORHOGO 1",7,2019,16,213,181,114,1291,397,309,111,,10,5,233,295,1606,503,80,389,681,2141,804,,270,,794,360
"KORHOGO 1",8,2019,15,156,234,40,1321,277,100,71,,7,7,173,272,1595,452,82,549,531,2440,891,,362,,852,436
"KORHOGO 1",9,2019,15,154,200,58,1187,334,180,58,1,14,11,172,258,1522,300,87,474,617,2257,738,,351,,884,466
"KORHOGO 2",1,2019,,26,2,4,197,60,1,,,,,26,7,258,2,2,93,23,413,44,,69,,180,38
"KORHOGO 2",2,2019,9,27,3,6,176,54,1,,,1,,29,9,232,1,2,106,24,397,23,,93,,216,22
"KORHOGO 2",3,2019,5,34,,,195,70,1,,,,,42,,265,1,2,102,15,354,7,,71,,113,9
"KORHOGO 2",4,2019,3,29,,4,183,53,1,,,,,33,4,238,1,2,114,45,412,20,,81,,176,19
"KORHOGO 2",5,2019,1,25,4,2,223,48,1,1,,,,30,8,271,2,2,79,49,447,16,,60,,199,14
"KORHOGO 2",6,2019,11,25,8,7,196,47,2,,,,,26,15,233,2,2,94,50,385,14,,66,,127,12
"KORHOGO 2",7,2019,11,16,1,2,193,39,2,,,,,16,3,234,2,2,71,45,366,17,,67,,163,15
"KORHOGO 2",8,2019,,14,4,1,219,35,2,,,,,14,5,255,2,2,72,39,434,15,,58,,175,13
"KORHOGO 2",9,2019,,39,3,2,171,43,2,,,,,23,8,417,2,2,60,38,1084,40,,45,,181,38
"KORO",1,2019,189,15,,,186,27,4,,,,,16,,66,,,48,,166,,,47,,222,1
"KORO",2,2019,196,20,,,195,39,3,,,,,20,,56,18,,31,,127,40,,40,,236,23
"KORO",3,2019,278,35,,,198,21,9,,,,,35,,65,9,,78,,200,13,,68,,296,14
"KORO",4,2019,308,19,,,254,52,10,7,,,,15,,70,8,,64,,107,390,,72,,115,338
"KORO",5,2019,323,28,,,217,60,15,24,,,,25,,89,29,,41,,155,142,,65,,141,63
"KORO",6,2019,347,16,,,305,49,20,14,,,,15,,70,10,,52,,242,142,,48,,235,151
"KORO",7,2019,270,17,,,272,55,33,22,,,,16,,85,10,,52,,173,70,,67,,203,74
"KORO",8,2019,271,16,,,301,43,22,31,,,,16,,63,34,,34,,120,38,,50,,201,80
"KORO",9,2019,202,16,,,146,16,2,2,,,,16,,51,10,,51,,98,37,,48,,114,32
"KOUASSI KOUASSIKRO",1,2019,15,,2,,31,8,3,2,,,,,,27,2,,9,,60,5,,9,,32,3
"KOUASSI KOUASSIKRO",2,2019,15,,2,,29,15,3,5,,,,,,27,1,,9,,38,5,,9,,28,4
"KOUASSI KOUASSIKRO",3,2019,15,1,,,20,18,5,2,,,,1,,38,7,,9,,43,10,,12,,11,3
"KOUASSI KOUASSIKRO",4,2019,16,,,,31,13,6,2,,,,5,,44,8,,9,10,60,12,,8,,19,10
"KOUASSI KOUASSIKRO",5,2019,16,2,,,20,9,6,3,,,,2,,29,8,,9,,65,10,,11,,38,9
"KOUASSI KOUASSIKRO",6,2019,16,3,,,30,7,8,5,,,,3,,25,4,,1,6,32,,,9,,29,5
"KOUASSI KOUASSIKRO",7,2019,18,,1,,29,15,10,6,,,,,1,26,3,,5,16,23,10,,7,,16,7
"KOUASSI KOUASSIKRO",8,2019,18,1,,,30,14,12,9,,,,1,,22,5,,,15,39,5,,9,,26,7
"KOUASSI KOUASSIKRO",9,2019,18,,2,,26,8,6,4,,,,1,2,28,5,,,15,44,,,9,,23,6
"KOUIBLY",1,2019,1124,73,180,6,1599,80,164,56,,,,33,3,182,207,,20,10,209,79,,70,,149,561
"KOUIBLY",2,2019,1323,66,78,2,1643,74,211,36,,,,36,1,190,195,,109,,250,68,,120,,176,249
"KOUIBLY",3,2019,1171,70,67,9,1543,96,109,17,5,,,52,6,154,168,,52,12,200,346,,100,,195,261
"KOUIBLY",4,2019,1050,71,69,4,1629,86,140,17,5,,,44,4,164,403,,57,7,272,957,,86,,224,465
"KOUIBLY",5,2019,1267,72,57,2,1933,79,138,24,,,,44,10,194,158,,45,5,209,34,,120,,188,329
"KOUIBLY",6,2019,1291,58,48,3,1882,63,240,11,7,,,53,2,162,171,,72,,200,34,,67,,161,137
"KOUIBLY",7,2019,1258,44,48,4,1769,41,138,24,,1,,29,5,126,175,,25,1,160,109,,78,,157,87
"KOUIBLY",8,2019,1236,58,46,11,1831,296,133,68,,1,,38,9,139,128,,102,20,259,177,,131,,239,60
"KOUIBLY",9,2019,1212,43,53,12,1912,73,139,19,,,,31,8,182,21,,109,5,236,134,,141,,252,142
"KOUMASSI",1,2019,24,81,2,,1007,100,485,19,4,10,13,95,2,1045,1441,93,285,2,1650,2894,,194,,732,1479
"KOUMASSI",2,2019,15,53,,,820,97,591,11,,9,9,70,1,726,1947,85,347,50,525,5189,,313,,1320,3347
"KOUMASSI",3,2019,41,82,11,23,948,86,377,23,5,10,15,123,4,917,1093,90,230,170,2510,3070,,145,,1622,2009
"KOUMASSI",4,2019,25,68,64,33,1070,144,726,28,2,11,14,98,1,1092,2257,142,446,20,3150,9035,,396,,340,7168
"KOUMASSI",5,2019,53,63,141,15,560,35,332,9,3,6,6,107,111,543,999,75,202,1183,1264,3523,,145,,841,2723
"KOUMASSI",6,2019,25,64,241,24,757,82,306,11,5,7,7,73,215,617,956,60,160,1096,1195,2930,,109,,515,2096
"KOUMASSI",7,2019,221,79,341,66,1030,141,453,21,6,5,10,96,111,736,1231,62,289,852,1518,3492,,203,,896,2616
"KOUMASSI",8,2019,55,67,165,41,631,139,331,33,,1,6,107,126,552,972,65,216,843,934,2531,,176,,519,1825
"KOUMASSI",9,2019,22,90,258,21,775,191,398,33,13,22,16,93,221,638,1137,63,96,787,723,1485,,100,,176,575
"KOUN-FAO",1,2019,2,2,95,7,424,70,86,14,1,,,2,5,246,92,,32,95,317,240,,45,,160,254
"KOUN-FAO",2,2019,3,7,51,7,403,107,101,19,1,,,7,8,303,126,,7,10,377,221,,32,,208,321
"KOUN-FAO",3,2019,2,9,47,5,398,81,84,20,1,2,,11,5,240,116,,25,30,258,232,,31,,140,321
"KOUN-FAO",4,2019,2,8,50,4,407,79,78,7,1,,7,7,8,252,47,7,26,25,320,70,,22,,152,280
"KOUN-FAO",5,2019,5,8,60,16,449,72,98,13,3,,,8,29,262,131,3,37,160,360,233,,43,,159,332
"KOUN-FAO",6,2019,5,8,100,22,365,62,81,5,2,,1,8,70,211,66,,19,196,322,230,,33,,204,311
"KOUN-FAO",7,2019,4,5,79,22,401,53,76,22,,,,6,75,246,109,,13,68,238,183,,14,,90,280
"KOUN-FAO",8,2019,5,4,72,7,439,77,75,24,1,,,4,29,333,103,,37,62,583,266,,41,,334,317
"KOUN-FAO",9,2019,7,7,67,7,391,60,99,16,,,,7,33,243,109,,36,53,294,144,,40,,259,238
"KOUNAHIRI",1,2019,35,4,,,62,22,,,,,,4,,53,,,16,,49,2,,19,,27,2
"KOUNAHIRI",2,2019,35,12,3,1,61,22,,,,,,12,4,65,,,18,5,48,,,30,,28,11
"KOUNAHIRI",3,2019,4,24,,,65,42,,1,,,,24,8,82,1,,22,25,65,,,16,,35,3
"KOUNAHIRI",4,2019,5,26,1,,69,42,,,,,,26,11,106,,,27,5,88,,,19,,25,3
"KOUNAHIRI",5,2019,5,16,4,,75,36,2,1,,,,10,4,78,2,,3,5,80,4,,13,,32,8
"KOUNAHIRI",6,2019,6,12,3,1,82,23,,,,,,17,4,79,1,,32,5,80,2,,19,,32,1
"KOUNAHIRI",7,2019,6,9,,2,79,26,1,,,5,,4,,57,2,,5,15,61,3,,15,,47,5
"KOUNAHIRI",8,2019,6,5,9,4,67,32,2,,,1,,4,6,96,2,,18,20,70,21,,12,,48,21
"KOUNAHIRI",9,2019,5,10,2,1,77,23,1,,,,,8,1,52,3,,3,10,99,2,,24,,98,19
"KOUTO",1,2019,,25,19,2,121,56,12,1,,,,24,2,157,5,,84,5,326,7,,65,,236,2
"KOUTO",2,2019,,28,2,,129,74,9,3,,,,28,2,185,12,,67,10,264,2,,55,,205,
"KOUTO",3,2019,,37,6,5,125,81,2,2,,,,36,7,172,3,,69,112,292,12,,42,,198,8
"KOUTO",4,2019,,76,5,6,139,75,6,1,,,,76,11,192,7,,105,99,303,9,,49,,210,2
"KOUTO",5,2019,,21,7,2,129,59,4,2,,,,16,6,133,4,,54,91,174,4,,42,,117,
"KOUTO",6,2019,6,37,12,2,140,57,5,1,,,,33,14,139,3,,67,105,307,5,,43,,206,2
"KOUTO",7,2019,,26,3,28,112,58,1,,,1,22,25,31,153,,,81,70,232,,,71,,202,
"KOUTO",8,2019,1,16,5,7,119,52,7,,,,,15,12,170,7,,69,30,206,12,,60,,159,5
"KOUTO",9,2019,3,19,10,,115,59,1,3,,,,21,10,168,4,,51,27,263,9,,45,,203,5
"LAKOTA",1,2019,296,72,81,19,371,107,89,10,,1,,59,57,275,96,,103,108,183,276,,123,,161,340
"LAKOTA",2,2019,267,71,56,17,363,133,82,10,6,5,,64,25,140,58,,72,40,272,251,,99,,310,324
"LAKOTA",3,2019,271,58,73,11,377,105,101,9,,3,,61,33,249,115,,120,80,334,364,,152,,321,554
"LAKOTA",4,2019,328,47,81,11,361,81,108,17,,2,,50,31,206,69,,92,75,362,322,,145,,330,536
"LAKOTA",5,2019,280,63,86,14,390,73,133,11,2,,,59,41,223,156,,62,50,190,286,,84,,263,337
"LAKOTA",6,2019,291,55,95,10,400,86,120,8,3,,4,21,35,116,126,25,36,39,155,241,,27,,164,300
"LAKOTA",7,2019,283,51,103,13,434,76,78,15,4,3,,50,35,232,100,,65,68,318,1108,,94,,292,1155
"LAKOTA",8,2019,274,47,104,13,393,75,126,8,4,1,,42,49,188,71,,62,82,373,1177,,96,,294,1230
"LAKOTA",9,2019,311,49,105,24,401,82,138,14,4,1,6,53,54,204,135,,74,119,343,1002,,76,,317,829
"M'BATTO",1,2019,10,18,4,,139,48,36,11,,,,18,2,120,57,,26,3,77,145,,18,,29,157
"M'BATTO",2,2019,8,7,3,,147,47,26,6,,,,5,3,123,60,,18,1,109,74,,22,,41,119
"M'BATTO",3,2019,1,13,2,,163,50,71,12,,,,10,2,131,103,,30,,97,70,,26,,49,62
"M'BATTO",4,2019,8,15,4,,126,75,50,16,,,,10,,86,74,,11,,148,85,,6,,83,43
"M'BATTO",5,2019,,9,1,50,164,46,40,14,,,,9,1,105,70,,19,15,78,175,,14,,62,130
"M'BATTO",6,2019,1,11,,,164,51,52,12,,,,8,,171,107,,12,,222,83,,13,,116,71
"M'BATTO",7,2019,6,8,3,,161,40,47,7,,,,8,3,169,71,,16,,74,10,,4,,77,12
"M'BATTO",8,2019,8,11,,,160,50,52,9,,,,11,,147,79,,10,,164,184,,5,,125,124
"M'BATTO",9,2019,1,7,2,,203,35,48,6,,,,6,2,165,64,,13,,80,65,,6,,80,62
"M'BENGUE",1,2019,,18,5,2,144,83,2,1,,,,21,7,215,7,,68,15,377,101,,52,,181,92
"M'BENGUE",2,2019,3,27,,1,171,74,,,,,,30,1,244,,,56,4,294,93,,42,,111,3
"M'BENGUE",3,2019,,38,,,167,89,,10,,,,32,,264,13,,71,4,392,108,,52,,174,95
"M'BENGUE",4,2019,,24,1,4,151,106,,7,,3,,27,7,257,7,,93,39,483,102,,73,,257,95
"M'BENGUE",5,2019,,24,12,9,135,95,,3,,,,20,28,273,3,,96,59,403,130,,102,,234,127
"M'BENGUE",6,2019,2,31,8,20,153,72,9,15,,,,31,28,227,24,,61,61,251,142,,65,,199,118
"M'BENGUE",7,2019,2,32,5,7,172,73,1,5,,,,32,12,221,64,,73,68,297,136,,68,,157,52
"M'BENGUE",8,2019,1,19,18,13,170,69,40,14,,,,20,31,229,83,,63,71,345,157,,71,,156,74
"M'BENGUE",9,2019,5,33,23,16,177,74,10,9,,,,20,39,256,77,,71,55,388,97,,77,,187,20
"MADINANI",1,2019,311,13,1,,62,15,1,1,,,,15,,39,12,,36,,32,10,,82,,49,76
"MADINANI",2,2019,413,12,1,,110,10,2,1,,,,16,,29,62,,14,,51,,,54,,51,2
"MADINANI",3,2019,351,30,1,,144,14,,2,,,,22,,36,5,,15,100,64,3,,29,,61,
"MADINANI",4,2019,448,21,1,2,180,23,1,1,,2,,20,1,22,90,,40,100,62,150,,52,,65,60
"MADINANI",5,2019,223,14,1,,59,11,,,,,,8,,15,,,21,10,11,,,36,,29,
"MADINANI",6,2019,324,11,,,73,14,3,,,,,8,11,42,30,,26,,32,,,43,,58,420
"MADINANI",7,2019,388,107,2,1,63,7,,1,15,,,9,,40,84,,20,9,28,426,,47,,77,762
"MADINANI",8,2019,405,10,5,5,35,9,,1,5,5,,9,,31,423,,12,100,140,1686,,60,,71,2019
"MADINANI",9,2019,420,6,,3,103,17,1,,,,,6,14,33,86,,11,20,42,3,,46,,59,1932
"MAN",1,2019,78,149,51,21,436,239,40,10,,9,5,152,15,583,77,15,233,3,942,149,,156,,522,159
"MAN",2,2019,28,114,,5,300,152,43,10,,4,4,137,3,469,52,9,188,,448,110,,152,,434,129
"MAN",3,2019,91,81,33,5,457,117,57,7,,2,2,141,37,481,104,5,144,155,500,432,,96,,344,378
"MAN",4,2019,165,87,16,4,390,158,117,13,,7,7,112,20,455,131,13,229,50,930,177,,178,,491,315
"MAN",5,2019,157,60,60,17,374,123,76,7,1,6,3,77,71,503,145,6,148,150,802,203,,164,,630,250
"MAN",6,2019,18,50,63,10,476,141,46,21,1,11,6,75,109,529,89,14,92,103,670,108,,278,,488,181
"MAN",7,2019,28,77,95,15,403,121,65,9,1,,,87,109,508,123,8,114,181,668,200,,124,,558,144
"MAN",8,2019,24,53,58,16,404,117,52,8,,1,11,63,73,462,74,8,139,185,370,240,,131,,368,217
"MAN",9,2019,22,59,75,18,389,335,60,24,1,1,2,75,91,362,92,10,87,34,154,175,,151,,99,229
"MANKONO",1,2019,324,69,1,1,112,82,,2,,,,82,6,147,5,,149,15,421,46,,193,,478,573
"MANKONO",2,2019,234,70,10,9,107,90,2,4,,1,1,64,1,175,29,6,164,27,435,128,,154,,352,724
"MANKONO",3,2019,130,85,,,158,89,,,,,,78,,208,,,162,15,414,28,,105,,284,553
"MANKONO",4,2019,11,68,2,9,117,64,1,2,,,1,58,11,133,5,,130,25,364,25,,94,,265,549
"MANKONO",5,2019,9,71,1,1,91,63,,,,,7,47,7,125,1,17,66,22,302,22,,43,,229,548
"MANKONO",6,2019,152,63,4,1,113,73,,3,,,,47,5,110,13,5,125,46,403,556,,67,,279,541
"MANKONO",7,2019,163,54,2,2,141,43,,,,,,50,,112,8,5,112,43,380,541,,73,,301,542
"MANKONO",8,2019,177,41,1,7,140,74,6,,60,2,,22,6,128,6,5,131,133,402,541,,72,,495,535
"MANKONO",9,2019,260,60,5,1,190,55,2,1,,,,44,4,107,9,,106,109,318,338,,97,,279,529
"MBAHIAKRO",1,2019,71,11,12,4,139,33,19,16,,,,11,16,113,87,5,37,18,246,137,,92,,250,543
"MBAHIAKRO",2,2019,72,15,3,4,143,42,29,17,,,,13,6,129,155,,37,15,165,642,,91,,248,923
"MBAHIAKRO",3,2019,8,6,4,1,161,48,37,19,,,,8,10,168,197,5,34,21,184,139,,87,,205,825
"MBAHIAKRO",4,2019,46,13,10,3,156,60,26,11,,,,14,13,153,57,5,30,107,124,59,,81,,167,780
"MBAHIAKRO",5,2019,60,18,8,4,201,51,41,14,,,,14,18,188,90,5,39,6,163,135,,78,,127,770
"MBAHIAKRO",6,2019,3,7,30,9,54,12,20,4,,,3,11,39,131,137,8,26,84,89,71,,16,,89,717
"MBAHIAKRO",7,2019,60,10,8,3,196,33,61,8,,,,7,10,143,86,5,18,5,150,109,,70,,105,409
"MBAHIAKRO",8,2019,80,18,18,2,208,28,61,9,,,,8,28,149,78,10,24,105,177,98,,91,,155,444
"MBAHIAKRO",9,2019,18,19,17,1,127,30,15,16,,1,,17,18,124,57,20,57,6,191,67,,66,,163,91
"MEAGUI",1,2019,94,132,7,1,365,155,18,6,18,24,8,108,7,575,47,46,282,9,597,108,,190,,226,95
"MEAGUI",2,2019,100,145,1,,313,113,31,6,19,12,9,154,1,357,142,101,492,8,767,303,,405,,595,184
"MEAGUI",3,2019,113,203,4,5,453,186,24,18,23,16,16,200,4,545,61,88,531,68,876,248,,421,,519,235
"MEAGUI",4,2019,98,129,7,2,554,169,37,11,26,20,15,128,9,512,93,52,402,22,750,262,,395,,477,247
"MEAGUI",5,2019,122,174,8,18,474,198,23,14,43,15,12,188,18,615,126,32,402,48,639,200,,399,,285,162
"MEAGUI",6,2019,76,145,11,6,439,155,24,2,32,13,13,137,21,535,79,48,581,81,1091,163,,228,,408,189
"MEAGUI",7,2019,12,145,16,4,355,129,17,15,,12,10,185,19,453,69,35,639,60,776,148,,614,,580,194
"MEAGUI",8,2019,3,130,12,8,260,114,36,9,,4,9,136,34,456,107,48,495,167,928,528,,532,,633,547
"MEAGUI",9,2019,21,107,17,7,422,124,49,15,,36,12,138,39,477,114,32,428,181,856,518,,494,,599,579
"MINIGNAN",1,2019,400,16,,,357,16,,,,,,3,,2,,,,,,,,4,,12,
"MINIGNAN",2,2019,481,20,,,367,15,,,,,,8,,7,,,15,,10,,,7,,18,
"MINIGNAN",3,2019,402,23,,,364,22,,,,,,4,,4,,,20,,,,,16,,,
"MINIGNAN",4,2019,411,20,,,363,27,,,,,,1,,5,,,,,,,,3,,,
"MINIGNAN",5,2019,412,17,,,358,21,,,,,,27,,37,,,50,,50,,,23,,13,
"MINIGNAN",6,2019,415,19,,,340,14,,,,1,,7,,1,,,28,,14,,,28,,13,
"MINIGNAN",7,2019,422,22,,,326,20,,,,,,5,,7,,,30,,25,,,,,18,
"MINIGNAN",8,2019,259,21,,,201,12,,,,,,6,,,,,19,,,,,13,,,
"MINIGNAN",9,2019,186,15,,,152,45,,,,,,,,,,,,,,,,,,,
"NASSIAN",1,2019,,13,,,102,49,12,9,,,,13,,126,47,,13,,104,106,,60,,75,206
"NASSIAN",2,2019,,13,,,67,52,13,9,,,,10,,119,57,1,34,,193,97,,76,,137,150
"NASSIAN",3,2019,,27,,,57,53,18,29,,1,,27,,101,55,,35,,100,79,,45,,155,89
"NASSIAN",4,2019,,21,,,104,68,8,8,,,,26,,179,22,,35,,187,101,,38,,172,120
"NASSIAN",5,2019,,21,,,120,56,5,4,,,,21,,170,24,,46,,161,49,,28,,144,72
"NASSIAN",6,2019,,17,,,77,72,15,28,,,,17,,124,55,,1,,154,170,,20,,72,162
"NASSIAN",7,2019,,24,,,130,65,8,41,7,1,,21,,115,57,,,,167,142,,9,,113,125
"NASSIAN",8,2019,,17,,,117,56,10,8,,,,15,,115,24,,74,,162,126,,61,,107,158
"NASSIAN",9,2019,,13,,,51,49,7,30,,,,7,,123,43,2,18,,99,57,,54,,88,122
"NIAKARAMADOUGOU",1,2019,1250,68,93,,2085,91,174,1,52,4,4,76,,327,120,10,120,,519,8460,,266,,300,8775
"NIAKARAMADOUGOU",2,2019,1228,58,93,2,2079,99,146,,56,5,5,54,2,333,215,10,114,6,593,8456,,243,,374,8576
"NIAKARAMADOUGOU",3,2019,1247,66,90,,2142,90,141,2,59,1,1,54,2,315,1728,10,106,20,541,8430,,136,,364,6518
"NIAKARAMADOUGOU",4,2019,873,72,77,4,2052,86,151,4,60,4,1,70,4,318,51,10,137,100,466,8489,,178,,261,6567
"NIAKARAMADOUGOU",5,2019,1314,54,124,14,2050,66,143,7,63,7,13,59,25,296,76,20,115,150,488,8580,,184,,311,6613
"NIAKARAMADOUGOU",6,2019,1336,65,101,3,2083,90,141,4,64,2,1,54,7,314,63,10,131,100,589,8502,,4,,174,6539
"NIAKARAMADOUGOU",7,2019,1397,53,103,5,2110,85,147,11,65,2,1,57,20,236,1748,10,105,50,637,8509,,206,,344,4901
"NIAKARAMADOUGOU",8,2019,1353,64,130,9,2040,75,139,1,7,1,1,51,17,291,29,10,121,50,521,8460,,206,,295,4902
"NIAKARAMADOUGOU",9,2019,1418,65,117,19,2145,115,140,23,68,4,16,50,42,366,1382,10,116,59,626,11212,,141,,333,6283
"ODIENNE",1,2019,274,75,7,1,351,55,10,5,,1,,40,2,126,5,,82,,180,11,,89,,175,12
"ODIENNE",2,2019,1003,574,13,1,1240,89,379,3,,1,,51,,152,37,,104,,233,4,,101,,179,861
"ODIENNE",3,2019,628,80,5,,618,91,8,3,,,,59,3,121,3,,91,20,230,12,,108,,160,867
"ODIENNE",4,2019,1346,57,19,6,833,108,7,5,,4,,56,4,175,13,,59,10,166,14,,110,,128,13
"ODIENNE",5,2019,317,82,1,3,837,83,378,4,2,,,74,5,200,6,,81,,270,10,,77,,152,11
"ODIENNE",6,2019,583,58,107,13,742,112,11,3,,,,56,7,151,4,,92,5,271,2,,67,,202,8
